,tweet_id,retweets
104,871515927908634625,17896
105,871166179821445120,0
106,871102520638267392,18550
107,871032628920680449,20162
108,870804317367881728,29807
109,870726314365509632,105
110,870656317836468226,10890
111,870374049280663552,73970
112,870308999962521604,19483
113,870063196459192321,32429
114,869772420881756160,38023
115,869702957897576449,25065
116,869596645499047938,14209
117,869227993411051520,18139
118,868880397819494401,57992
119,868639477480148993,0
120,868622495443632128,23646
121,868552278524837888,8972
122,867900495410671616,21609
123,867774946302451713,30279
124,867421006826221569,14349
125,867072653475098625,0
126,867051520902168576,28727
127,866720684873056260,17876
128,866686824827068416,17137
129,866450705531457537,108921
130,866334964761202691,46628
131,866094527597207552,0
132,865718153858494464,22937
133,865359393868664832,23618
134,865006731092295680,25052
135,864873206498414592,28871
136,864279568663928832,13074
137,864197398364647424,26643
138,863907417377173506,18448
139,863553081350529029,13691
140,863471782782697472,0
141,863432100342583297,21321
142,863427515083354112,1961
143,863079547188785154,7898
144,863062471531167744,7529
145,862831371563274240,17220
146,862722525377298433,15343
147,862457590147678208,18291
148,862096992088072192,66325
149,861383897657036800,32307
150,861288531465048066,15358
151,861005113778896900,14998
152,860981674716409858,0
153,860924035999428608,0
154,860563773140209665,6726
155,860524505164394496,21268
156,860276583193509888,16593
157,860184849394610176,15024
158,860177593139703809,0
159,859924526012018688,17646
160,859851578198683649,13980
161,859607811541651456,16841
162,859196978902773760,80600
163,859074603037188101,30454
164,858860390427611136,0
165,858843525470990336,14129
166,858471635011153920,19502
167,858107933456039936,14247
168,857989990357356544,14499
169,857746408056729600,30832
170,857393404942143489,5311
171,857263160327368704,18260
172,857214891891077121,204
173,857062103051644929,0
174,857029823797047296,17055
175,856543823941562368,14845
176,856526610513747968,10833
177,856288084350160898,488
178,856282028240666624,25254
179,855862651834028034,303
180,855860136149123072,4410
181,855857698524602368,10864
182,855851453814013952,41919
183,855818117272018944,24287
184,855459453768019968,27121
185,855245323840757760,0
186,855138241867124737,0
187,854732716440526848,20709
188,854482394044301312,26603
189,854365224396361728,17213
190,854120357044912130,29249
191,854010172552949760,14845
192,853760880890318849,26107
193,853639147608842240,31564
194,853299958564483072,14182
195,852936405516943360,0
196,852912242202992640,8261
197,852672615818899456,13657
198,852553447878664193,14915
199,852311364735569921,30389
200,852226086759018497,18368
201,852189679701164033,10578
202,851591660324737024,14976
203,851464819735769094,22292
204,851224888060895234,19067
205,850753642995093505,28178
206,850380195714523136,12092
207,850333567704068097,3192
208,850145622816686080,15061
209,850019790995546112,18801
210,849776966551130114,27935
211,849668094696017920,0
212,849412302885593088,14688
213,849336543269576704,10566
214,849051919805034497,39064
215,848690551926992896,23299
216,848324959059550208,22857
217,848213670039564288,7547
218,848212111729840128,15049
219,847978865427394560,0
220,847971574464610304,0
221,847962785489326080,21759
222,847842811428974592,5020
223,847617282490613760,6471
224,847606175596138505,17368
225,847251039262605312,18995
226,847157206088847362,18398
227,847116187444137987,19894
228,846874817362120707,18646
229,846514051647705089,41250
230,846505985330044928,13092
231,846153765933735936,29135
232,846139713627017216,28849
233,846042936437604353,14833
234,845812042753855489,27066
235,845677943972139009,23471
236,845397057150107648,7094
237,845306882940190720,21656
238,845098359547420673,0
239,844979544864018432,12695
240,844973813909606400,13948
241,844580511645339650,15307
242,844223788422217728,12714
243,843981021012017153,14143
244,843856843873095681,19986
245,843604394117681152,15732
246,843235543001513987,20001
247,842846295480000512,14237
248,842765311967449089,6299
249,842535590457499648,16941
250,842163532590374912,22770
251,842115215311396866,13056
252,841833993020538882,0
253,841680585030541313,24069
254,841439858740625411,11756
255,841320156043304961,18441
256,841314665196081154,14766
257,841077006473256960,21359
258,840761248237133825,0
259,840728873075638272,0
260,840698636975636481,165
261,840696689258311684,11501
262,840632337062862849,8438
263,840370681858686976,15359
264,840268004936019968,17930
265,839990271299457024,12551
266,839549326359670784,25621
267,839290600511926273,0
268,839239871831150596,25269
269,838952994649550848,18402
270,838921590096166913,10433
271,838916489579200512,0
272,838831947270979586,0
273,838561493054533637,10259
274,838476387338051585,20992
275,838201503651401729,0
276,838150277551247360,1570
277,838085839343206401,133
278,838083903487373313,16491
279,837820167694528512,31884
280,837482249356513284,3614
281,837471256429613056,12002
282,837110210464448512,15080
283,836989968035819520,11969
284,836753516572119041,18161
285,836677758902222849,11862
286,836648853927522308,0
287,836397794269200385,0
288,836380477523124226,13923
289,836260088725786625,19979
290,836001077879255040,17925
291,835685285446955009,0
292,835574547218894849,16685
293,835536468978302976,0
294,835309094223372289,0
295,835297930240217089,15454
296,835264098648616962,7248
297,835246439529840640,1992
298,835172783151792128,24606
299,835152434251116546,20983
300,834931633769889797,10122
301,834786237630337024,20253
302,834574053763584002,12828
303,834477809192075265,0
304,834458053273591808,9045
305,834209720923721728,19283
306,834167344700198914,14858
307,834089966724603904,9466
308,834086379323871233,12261
309,833863086058651648,12645
310,833826103416520705,17099
311,833732339549220864,0
312,833722901757046785,19717
313,833479644947025920,14032
314,833124694597443584,19007
315,832998151111966721,12453
316,832769181346996225,0
317,832757312314028032,15872
318,832682457690300417,11161
319,832645525019123713,2743
320,832636094638288896,14924
321,832397543355072512,11259
322,832369877331693569,16100
323,832273440279240704,10667
324,832215909146226688,0
325,832215726631055365,0
326,832088576586297345,59
327,832040443403784192,0
328,832032802820481025,16798
329,831939777352105988,22501
330,831926988323639298,319
331,831911600680497154,25887
332,831670449226514432,9802
333,831650051525054464,6692
334,831552930092285952,8467
335,831322785565769729,8758
336,831315979191906304,6181
337,831309418084069378,11108
338,831262627380748289,11182
339,830956169170665475,7518
340,830583320585068544,62520
341,830173239259324417,0
342,830097400375152640,9181
343,829878982036299777,0
344,829861396166877184,11537
345,829501995190984704,29927
346,829449946868879360,9892
347,829141528400556032,22932
348,829011960981237760,50309
349,828801551087042563,0
350,828770345708580865,24119
351,828708714936930305,34303
352,828650029636317184,8962
353,828409743546925057,6046
354,828408677031882754,7262
355,828381636999917570,11868
356,828376505180889089,6987
357,828372645993398273,11878
358,828361771580813312,2072
359,828046555563323392,11067
360,828011680017821696,9782
361,827933404142436356,18874
362,827653905312006145,14603
363,827600520311402496,7064
364,827324948884643840,14959
365,827199976799354881,10009
366,826958653328592898,20333
367,826848821049180160,34061
368,826615380357632002,0
369,826598799820865537,4862
370,826598365270007810,9457
371,826476773533745153,17381
372,826240494070030336,12534
373,826204788643753985,4600
374,826115272272650244,14742
375,825876512159186944,9926
376,825829644528148480,12029
377,825535076884762624,53994
378,825147591692263424,17271
379,825120256414846976,0
380,825026590719483904,5910
381,824796380199809024,0
382,824775126675836928,14067
383,824663926340194305,9941
384,824325613288833024,11183
385,824297048279236611,14233
386,824025158776213504,4575
387,823939628516474880,10057
388,823719002937630720,0
389,823699002998870016,13216
390,823581115634085888,12272
391,823333489516937216,662
392,823322678127919110,14838
393,823269594223824897,0
394,822975315408461824,16373
395,822872901745569793,124120
396,822859134160621569,12461
397,822647212903690241,0
398,822610361945911296,13975
399,822489057087389700,17118
400,822462944365645825,26323
401,822244816520155136,33125
402,822163064745328640,0
403,821886076407029760,10681
404,821813639212650496,0
405,821765923262631936,7907
406,821522889702862852,7573
407,821421320206483457,0
408,821407182352777218,11107
409,821153421864615936,236
410,821149554670182400,8115
411,821107785811234820,9074
412,821044531881721856,11966
413,820837357901512704,0
414,820749716845686786,29849
415,820690176645140481,11589
416,820494788566847489,0
417,820446719150292993,0
418,820314633777061888,3161
419,820078625395449857,18657
420,820013781606658049,0
421,819952236453363712,5016
422,819924195358416896,12240
423,819711362133872643,12618
424,819588359383371776,9160
425,819347104292290561,6844
426,819238181065359361,2140
427,819227688460238848,21798
428,819015337530290176,0
429,819015331746349057,0
430,819006400881917954,43044
431,819004803107983360,82715
432,818646164899774465,0
433,818627210458333184,21232
434,818614493328580609,9299
435,818588835076603904,0
436,818536468981415936,10276
437,818307523543449600,0
438,818259473185828864,10423
439,818145370475810820,11620
440,817908911860748288,4608
441,817827839487737858,48656
442,817777686764523521,10226
443,817536400337801217,11129
444,817502432452313088,0
445,817423860136083457,31866
446,817415592588222464,5296
447,817181837579653120,0
448,817171292965273600,8311
449,817120970343411712,11549
450,817056546584727552,8140
451,816829038950027264,0
452,816816676327063552,9481
453,816697700272001025,9247
454,816450570814898180,28701
455,816336735214911488,8166
456,816091915477250048,8483
457,816062466425819140,0
458,816014286006976512,0
459,815990720817401858,4688
460,815966073409433600,21141
461,815745968457060357,0
462,815736392542261248,9309
463,815639385530101762,7827
464,815390420867969024,9829
465,814986499976527872,7257
466,814638523311648768,10694
467,814578408554463233,0
468,814530161257443328,8218
469,814153002265309185,27266
470,813944609378369540,0
471,813910438903693312,8857
472,813812741911748608,34645
473,813800681631023104,7884
474,813217897535406080,17692
475,813202720496779264,8772
476,813187593374461952,18841
477,813172488309972993,8810
478,813157409116065792,7381
479,813142292504645637,8084
480,813130366689148928,4263
481,813127251579564032,11212
482,813112105746448384,9796
483,813096984823349248,10042
484,813081950185472002,9424
485,813066809284972545,7546
486,813051746834595840,19928
487,812781120811126785,7150
488,812709060537683968,6291
489,812503143955202048,5743
490,812466873996607488,7571
491,812372279581671427,12940
492,811985624773361665,6918
493,811744202451197953,7165
494,811647686436880384,5322
495,811627233043480576,12081
496,811386762094317568,19880
497,810984652412424192,5060
498,810896069567610880,8551
499,810657578271330305,10431
500,810284430598270976,33335
501,810254108431155201,13981
502,809920764300447744,14784
503,809808892968534016,0
504,809448704142938112,6611
505,809220051211603969,18890
506,809084759137812480,12567
507,808838249661788160,9646
508,808733504066486276,7509
509,808501579447930884,10765
510,808344865868283904,40224
511,808134635716833280,0
512,808106460588765185,8390
513,808001312164028416,11854
514,807621403335917568,13864
515,807106840509214720,111704
516,807059379405148160,0
517,807010152071229440,12483
518,806629075125202948,70644
519,806620845233815552,0
520,806576416489959424,4664
521,806542213899489280,9740
522,806242860592926720,0
523,806219024703037440,6137
524,805958939288408065,0
525,805932879469572096,7886
526,805826884734976000,6243
527,805823200554876929,0
528,805520635690676224,5486
529,805487436403003392,8354
530,805207613751304193,7482
531,804738756058218496,12996
532,804475857670639616,5848
533,804413760345620481,0
534,804026241225523202,42079
535,803773340896923648,9566
536,803692223237865472,0
537,803638050916102144,10382
538,803380650405482500,7396
539,803321560782307329,0
540,803276597545603072,9556
541,802952499103731712,8581
542,802624713319034886,0
543,802600418706604034,6768
544,802572683846291456,8520
545,802323869084381190,15346
546,802265048156610565,6623
547,802239329049477120,8648
548,802185808107208704,0
549,801958328846974976,7367
550,801854953262350336,1725
551,801538201127157760,7820
552,801285448605831168,5746
553,801167903437357056,23189
554,801127390143516673,0
555,801115127852503040,7680
556,800859414831898624,647
557,800855607700029440,0
558,800751577355128832,10092
559,800513324630806528,12503
560,800459316964663297,9050
561,800443802682937345,0
562,800388270626521089,10625
563,800188575492947969,0
564,800141422401830912,14519
565,800018252395122689,26921
566,799774291445383169,0
567,799757965289017345,7980
568,799422933579902976,7691
569,799308762079035393,0
570,799297110730567681,9389
571,799063482566066176,7699
572,798933969379225600,12432
573,798925684722855936,7160
574,798705661114773508,0
575,798701998996647937,0
576,798697898615730177,0
577,798694562394996736,0
578,798686750113755136,0
579,798682547630837760,0
580,798673117451325440,0
581,798665375516884993,0
582,798644042770751489,0
583,798628517273620480,0
584,798585098161549313,0
585,798576900688019456,0
586,798340744599797760,0
587,798209839306514432,9931
588,797971864723324932,10963
589,797545162159308800,13887
590,797236660651966464,18949
591,797165961484890113,214
592,796904159865868288,0
593,796865951799083009,7315
594,796759840936919040,11217
595,796563435802726400,0
596,796484825502875648,7189
597,796387464403357696,10468
598,796177847564038144,0
599,796149749086875649,30543
600,796125600683540480,4738
601,796116448414461957,8646
602,796080075804475393,8024
603,796031486298386433,10278
604,795464331001561088,46835
605,795400264262053889,9520
606,795076730285391872,15353
607,794983741416415232,0
608,794926597468000259,9688
609,794355576146903043,0
610,794332329137291264,9138
611,794205286408003585,8778
612,793962221541933056,15920
613,793845145112371200,8778
614,793614319594401792,0
615,793601777308463104,7585
616,793500921481273345,10129
617,793286476301799424,23364
618,793271401113350145,8258
619,793256262322548741,18945
620,793241302385262592,9997
621,793226087023144960,9289
622,793210959003287553,8486
623,793195938047070209,14465
624,793180763617361921,6571
625,793165685325201412,8916
626,793150605191548928,5857
627,793135492858580992,6089
628,793120401413079041,12036
629,792913359805018113,13613
630,792883833364439040,10714
631,792773781206999040,7002
632,792394556390137856,12735
633,792050063153438720,6784
634,791821351946420224,0
635,791784077045166082,0
636,791780927877898241,0
637,791774931465953280,42785
638,791672322847637504,11156
639,791406955684368384,12493
640,791312159183634433,8326
641,791026214425268224,0
642,790987426131050500,9313
643,790946055508652032,15870
644,790723298204217344,0
645,790698755171364864,7806
646,790581949425475584,19579
647,790337589677002753,7420
648,790277117346975746,11908
649,790227638568808452,0
650,789986466051088384,8809
651,789960241177853952,0
652,789903600034189313,9792
653,789628658055020548,7084
654,789599242079838210,6381
655,789530877013393408,11094
656,789314372632018944,8205
657,789280767834746880,0
658,789268448748703744,8668
659,789137962068021249,9227
660,788908386943430656,26092
661,788765914992902144,25925
662,788552643979468800,0
663,788412144018661376,14731
664,788178268662984705,6902
665,788150585577050112,5802
666,788070120937619456,0
667,788039637453406209,5800
668,787810552592695296,8156
669,787717603741622272,9714
670,787397959788929025,10337
671,787322443945877504,7401
672,787111942498508800,0
673,786963064373534720,25290
674,786729988674449408,0
675,786709082849828864,17369
676,786664955043049472,10057
677,786595970293370880,8973
678,786363235746385920,10283
679,786286427768250368,7566
680,786233965241827333,14415
681,786051337297522688,1354
682,786036967502913536,0
683,785927819176054784,10817
684,785872687017132033,6346
685,785639753186217984,7463
686,785533386513321988,8597
687,785515384317313025,5800
688,785264754247995392,6912
689,785170936622350336,11385
690,784826020293709826,9576
691,784517518371221505,8501
692,784431430411685888,5447
693,784183165795655680,18974
694,784057939640352768,28126
695,783839966405230592,28414
696,783821107061198850,6990
697,783695101801398276,9874
698,783466772167098368,7987
699,783391753726550016,16004
700,783347506784731136,0
701,783334639985389568,27509
702,783085703974514689,7740
703,782969140009107456,22828
704,782747134529531904,7072
705,782722598790725632,16301
706,782598640137187329,7383
707,782305867769217024,15716
708,782021823840026624,0
709,781955203444699136,10571
710,781661882474196992,9883
711,781655249211752448,3786
712,781524693396357120,19600
713,781308096455073793,6750
714,781251288990355457,7925
715,781163403222056960,9277
716,780931614150983680,20493
717,780858289093574656,6804
718,780800785462489090,5195
719,780601303617732608,11428
720,780543529827336192,5953
721,780496263422808064,0
722,780476555013349377,0
723,780459368902959104,5000
724,780192070812196864,8221
725,780092040432480260,0
726,780074436359819264,11438
727,779834332596887552,17772
728,779377524342161408,8258
729,779124354206535695,0
730,779056095788752897,13905
731,778990705243029504,18755
732,778774459159379968,0
733,778764940568104960,821
734,778748913645780993,6462
735,778650543019483137,5428
736,778624900596654080,4341
737,778408200802557953,12871
738,778396591732486144,0
739,778383385161035776,5506
740,778286810187399168,9747
741,778039087836069888,7996
742,778027034220126208,6200
743,777953400541634568,0
744,777885040357281792,5998
745,777684233540206592,10621
746,777641927919427584,0
747,777621514455814149,8220
748,777189768882946048,13325
749,776819012571455488,0
750,776813020089548800,4605
751,776477788987613185,8253
752,776249906839351296,0
753,776218204058357768,28117
754,776201521193218049,9029
755,776113305656188928,11123
756,776088319444877312,1715
757,775898661951791106,0
758,775842724423557120,11044
759,775733305207554048,13085
760,775729183532220416,12274
761,775364825476165632,6950
762,775350846108426240,9586
763,775085132600442880,14632
764,774757898236878852,8138
765,774639387460112384,6369
766,774314403806253056,20552
767,773985732834758656,10166
768,773922284943896577,6062
769,773704687002451968,6239
770,773670353721753600,5055
771,773547596996571136,20831
772,773336787167145985,0
773,773308824254029826,21992
774,773247561583001600,8886
775,773191612633579521,9398
776,772877495989305348,8053
777,772826264096874500,7568
778,772615324260794368,0
779,772581559778025472,6115
780,772193107915964416,5683
781,772152991789019136,3591
782,772117678702071809,3553
783,772114945936949249,2583
784,772102971039580160,3776
785,771908950375665664,6189
786,771770456517009408,11292
787,771500966810099713,7776
788,771380798096281600,9918
789,771171053431250945,0
790,771136648247640064,8612
791,771102124360998913,5867
792,771014301343748096,6487
793,770787852854652928,4619
794,770772759874076672,4890
795,770655142660169732,6927
796,770414278348247044,5945
797,770293558247038976,5856
798,770093767776997377,0
799,770069151037685760,7147
800,769940425801170949,29314
801,769695466921623552,6048
802,769335591808995329,0
803,769212283578875904,5085
804,768970937022709760,13411
805,768909767477751808,0
806,768855141948723200,3936
807,768609597686943744,3861
808,768596291618299904,4734
809,768554158521745409,0
810,768473857036525572,12781
811,768193404517830656,10202
812,767884188863397888,4469
813,767754930266464257,14993
814,767500508068192258,7058
815,767191397493538821,11547
816,767122157629476866,9554
817,766793450729734144,4750
818,766714921925144576,2465
819,766693177336135680,3799
820,766423258543644672,5643
821,766313316352462849,6346
822,766078092750233600,0
823,766069199026450432,3948
824,766008592277377025,3538
825,765719909049503744,6806
826,765669560888528897,4858
827,765395769549590528,25131
828,765371061932261376,6679
829,765222098633691136,10935
830,764857477905154048,6086
831,764259802650378240,5645
832,763956972077010945,734
833,763837565564780549,11773
834,763183847194451968,5060
835,763167063695355904,0
836,763103485927849985,6937
837,762699858130116608,11373
838,762471784394268675,10524
839,762464539388485633,9649
840,762316489655476224,4504
841,762035686371364864,29836
842,761976711479193600,5047
843,761750502866649088,0
844,761745352076779520,4021
845,761672994376806400,46319
846,761599872357261312,3885
847,761371037149827077,0
848,761334018830917632,4832
849,761292947749015552,4193
850,761227390836215808,5004
851,761004547850530816,10657
852,760893934457552897,3576
853,760656994973933572,6181
854,760641137271070720,4682
855,760539183865880579,7083
856,760521673607086080,3924
857,760290219849637889,25099
858,760252756032651264,3709
859,760190180481531904,5354
860,760153949710192640,0
861,759943073749200896,5532
862,759846353224826880,6298
863,759793422261743616,5584
864,759557299618865152,4404
865,759447681597108224,7949
866,759446261539934208,1565
867,759197388317847553,5700
868,759159934323924993,0
869,759099523532779520,13635
870,759047813560868866,6077
871,758854675097526272,3327
872,758828659922702336,10487
873,758740312047005698,5383
874,758474966123810816,3562
875,758467244762497024,4477
876,758405701903519748,4878
877,758355060040593408,3157
878,758099635764359168,17744
879,758041019896193024,2532
880,757741869644341248,6422
881,757729163776290825,0
882,757725642876129280,4255
883,757611664640446465,4291
884,757597904299253760,0
885,757596066325864448,4075
886,757400162377592832,14151
887,757393109802180609,5451
888,757354760399941633,4211
889,756998049151549440,5873
890,756939218950160384,6223
891,756651752796094464,4705
892,756526248105566208,9721
893,756303284449767430,3700
894,756288534030475264,41229
895,756275833623502848,5984
896,755955933503782912,6832
897,755206590534418437,15311
898,755110668769038337,19769
899,754874841593970688,0
900,754856583969079297,6452
901,754747087846248448,2421
902,754482103782404096,4940
903,754449512966619136,3508
904,754120377874386944,7400
905,753655901052166144,5461
906,753420520834629632,7355
907,753398408988139520,5359
908,753375668877008896,7150
909,753298634498793472,0
910,753294487569522689,3128
911,753039830821511168,34628
912,753026973505581056,3660
913,752932432744185856,11766
914,752917284578922496,6511
915,752701944171524096,0
916,752682090207055872,5612
917,752660715232722944,4082
918,752568224206688256,5120
919,752519690950500352,6868
920,752334515931054080,3594
921,752309394570878976,0
922,752173152931807232,5549
923,751950017322246144,2852
924,751937170840121344,4835
925,751830394383790080,5446
926,751793661361422336,5399
927,751598357617971201,7418
928,751583847268179968,4109
929,751538714308972544,4725
930,751456908746354688,3014
931,751251247299190784,11746
932,751205363882532864,5907
933,751132876104687617,4730
934,750868782890057730,4467
935,750719632563142656,12274
936,750506206503038976,4143
937,750429297815552001,12306
938,750383411068534784,4268
939,750381685133418496,670
940,750147208377409536,2914
941,750132105863102464,3374
942,750117059602808832,4056
943,750101899009982464,2849
944,750086836815486976,2026
945,750071704093859840,7258
946,750056684286914561,2955
947,750041628174217216,2969
948,750026558547456000,2534
949,750011400160841729,3015
950,749996283729883136,2836
951,749981277374128128,4785
952,749774190421639168,4355
953,749417653287129088,5695
954,749403093750648834,2440
955,749395845976588288,7967
956,749317047558017024,5101
957,749075273010798592,5373
958,749064354620928000,4503
959,749036806121881602,2883
960,748977405889503236,10036
961,748932637671223296,5410
962,748705597323898880,2585
963,748699167502000129,4417
964,748692773788876800,3958
965,748575535303884801,5640
966,748568946752774144,2049
967,748346686624440324,4858
968,748337862848962560,7071
969,748324050481647620,3460
970,748307329658011649,3449
971,748220828303695873,13154
972,747963614829678593,5388
973,747933425676525569,6182
974,747885874273214464,2727
975,747844099428986880,2632
976,747816857231626240,4508
977,747651430853525504,1275
978,747648653817413632,11984
979,747600769478692864,2171
980,747594051852075008,3427
981,747512671126323200,5138
982,747461612269887489,3599
983,747439450712596480,5042
984,747242308580548608,0
985,747219827526344708,4898
986,747204161125646336,3128
987,747103485104099331,8901
988,746906459439529985,2723
989,746872823977771008,5584
990,746818907684614144,4955
991,746790600704425984,4528
992,746757706116112384,8859
993,746726898085036033,5641
994,746542875601690625,4699
995,746521445350707200,0
996,746507379341139972,4344
997,746369468511756288,5769
998,746131877086527488,6401
999,746056683365994496,3325
1000,745789745784041472,3675
1001,745712589599014916,6516
1002,745433870967832576,6553
1003,745422732645535745,7950
1004,745314880350101504,6613
1005,745074613265149952,7287
1006,745057283344719872,6756
1007,744995568523612160,2751
1008,744971049620602880,7309
1009,744709971296780288,5233
1010,744334592493166593,6342
1011,744234799360020481,144891
1012,744223424764059648,1534
1013,743980027717509120,3905
1014,743895849529389061,3408
1015,743835915802583040,0
1016,743609206067040256,4162
1017,743595368194129920,16992
1018,743545585370791937,3283
1019,743510151680958465,7419
1020,743253157753532416,3934
1021,743222593470234624,5736
1022,743210557239623680,3559
1023,742534281772302336,6571
1024,742528092657332225,4112
1025,742465774154047488,6764
1026,742423170473463808,9110
1027,742385895052087300,6294
1028,742161199639494656,4010
1029,742150209887731712,4721
1030,741793263812808706,4218
1031,741743634094141440,7556
1032,741438259667034112,3421
1033,741303864243200000,8138
1034,741099773336379392,9239
1035,741067306818797568,8871
1036,740995100998766593,5837
1037,740711788199743490,3152
1038,740699697422163968,2652
1039,740676976021798912,16852
1040,740373189193256964,32617
1041,740365076218183684,2251
1042,740359016048689152,3050
1043,740214038584557568,6191
1044,739979191639244800,18529
1045,739932936087216128,3764
1046,739844404073074688,3533
1047,739623569819336705,3503
1048,739606147276148736,4998
1049,739544079319588864,36510
1050,739485634323156992,6613
1051,739238157791694849,107249
1052,738891149612572673,91
1053,738885046782832640,3505
1054,738883359779196928,3050
1055,738537504001953792,4706
1056,738402415918125056,3018
1057,738184450748633089,3982
1058,738166403467907072,8092
1059,738156290900254721,2290
1060,737826014890496000,4840
1061,737800304142471168,9284
1062,737678689543020544,4639
1063,737445876994609152,9467
1064,737322739594330112,3328
1065,737310737551491075,13551
1066,736736130620620800,3892
1067,736392552031657984,16369
1068,736365877722001409,3683
1069,736225175608430592,7501
1070,736010884653420544,7263
1071,735991953473572864,3300
1072,735648611367784448,3733
1073,735635087207878657,5671
1074,735274964362878976,12056
1075,735256018284875776,3073
1076,735137028879360001,2885
1077,734912297295085568,2549
1078,734787690684657664,11582
1079,734776360183431168,2328
1080,734559631394082816,1377
1081,733828123016450049,3309
1082,733822306246479872,3388
1083,733482008106668032,2885
1084,733460102733135873,3873
1085,733109485275860992,49399
1086,732732193018155009,2232
1087,732726085725589504,3297
1088,732585889486888962,3368
1089,732375214819057664,7444
1090,732005617171337216,13717
1091,731285275100512256,3225
1092,731156023742988288,3554
1093,730924654643314689,5653
1094,730573383004487680,4474
1095,730427201120833536,3208
1096,730211855403241472,3505
1097,730196704625098752,4451
1098,729854734790754305,3719
1099,729838605770891264,1604
1100,729823566028484608,3662
1101,729463711119904772,5327
1102,729113531270991872,1742
1103,728986383096946689,2894
1104,728760639972315136,4302
1105,728751179681943552,2552
1106,728653952833728512,3067
1107,728409960103686147,4509
1108,728387165835677696,3429
1109,728046963732717569,3952
1110,728035342121635841,4169
1111,728015554473250816,3796
1112,727685679342333952,2734
1113,727644517743104000,5401
1114,727524757080539137,4120
1115,727314416056803329,3072
1116,727286334147182592,2834
1117,727175381690781696,3604
1118,727155742655025152,3337
1119,726935089318363137,6317
1120,726887082820554753,3534
1121,726828223124897792,3310
1122,726224900189511680,4089
1123,725842289046749185,6531
1124,725786712245440512,3854
1125,725729321944506368,4807
1126,725458796924002305,1307
1127,724983749226668032,3450
1128,724771698126512129,2162
1129,724405726123311104,4880
1130,724049859469295616,3987
1131,724046343203856385,2458
1132,724004602748780546,3840
1133,723912936180330496,3598
1134,723688335806480385,7056
1135,723673163800948736,2795
1136,723179728551723008,4875
1137,722974582966214656,3777
1138,722613351520608256,4594
1139,721503162398597120,4238
1140,721001180231503872,2350
1141,720785406564900865,2864
1142,720775346191278080,2260
1143,720415127506415616,3806
1144,720389942216527872,5884
1145,720340705894408192,2630
1146,720059472081784833,3565
1147,720043174954147842,4584
1148,719991154352222208,4490
1149,719704490224398336,4189
1150,719551379208073216,4656
1151,719367763014393856,2604
1152,719339463458033665,4112
1153,719332531645071360,3184
1154,718971898235854848,3215
1155,718939241951195136,4814
1156,718631497683582976,17390
1157,718613305783398402,2263
1158,718540630683709445,2245
1159,718460005985447936,2512
1160,718454725339934721,4513
1161,718246886998687744,1766
1162,718234618122661888,3574
1163,717841801130979328,2279
1164,717790033953034240,2638
